cve_estado,estado,anio,tasa_hom_doloso,tasa_secuestro,tasa_feminicidio,tasa_extorsion,fuente
14,JALISCO,2018,29.6491,0.2823,0.4172,9.6458,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
14,JALISCO,2019,32.382,0.3031,0.8123,9.2745,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
14,JALISCO,2020,31.4441,0.2755,0.8625,9.1397,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
14,JALISCO,2021,28.0543,0.2604,0.9351,7.7652,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
14,JALISCO,2022,24.1704,0.2808,0.5031,8.4468,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
14,JALISCO,2023,22.6889,0.2082,0.451,7.4358,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
14,JALISCO,2024,20.5553,0.2858,0.4459,6.6193,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
15,ESTADO DE MEXICO,2010,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
15,ESTADO DE MEXICO,2011,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
15,ESTADO DE MEXICO,2012,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
15,ESTADO DE MEXICO,2013,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
15,ESTADO DE MEXICO,2014,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
15,ESTADO DE MEXICO,2015,14.3122,1.1626,0.373,9.9974,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
15,ESTADO DE MEXICO,2016,13.8757,1.6784,0.3689,8.9267,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
15,ESTADO DE MEXICO,2017,14.3487,1.1674,0.4499,8.4208,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
15,ESTADO DE MEXICO,2018,15.9359,1.2087,0.7096,9.7961,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
15,ESTADO DE MEXICO,2019,17.007,1.386,0.7376,14.7941,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
15,ESTADO DE MEXICO,2020,16.4485,1.1064,0.8945,18.5494,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
15,ESTADO DE MEXICO,2021,15.4186,0.9724,0.8559,20.0244,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
15,ESTADO DE MEXICO,2022,15.0037,0.6741,0.8067,25.4152,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
15,ESTADO DE MEXICO,2023,14.8084,0.479,0.5075,23.7778,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
15,ESTADO DE MEXICO,2024,12.7434,0.4289,0.4289,20.5147,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
16,MICHOACAN,2010,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
16,MICHOACAN,2011,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
16,MICHOACAN,2012,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
16,MICHOACAN,2013,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
16,MICHOACAN,2014,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
16,MICHOACAN,2015,20.9233,0.7473,0.2637,1.0769,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
16,MICHOACAN,2016,31.5705,0.6318,0.5883,0.3922,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
16,MICHOACAN,2017,31.9905,0.6912,0.648,0.5184,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
16,MICHOACAN,2018,34.7591,0.7496,0.4712,0.0642,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
16,MICHOACAN,2019,44.1701,1.0618,0.3185,0.0425,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
16,MICHOACAN,2020,51.2335,1.095,0.4843,0.6107,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
16,MICHOACAN,2021,57.031,0.6056,0.6474,1.3156,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
16,MICHOACAN,2022,50.1822,0.9113,0.9113,1.3876,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
16,MICHOACAN,2023,36.0709,0.493,0.3492,4.971,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
16,MICHOACAN,2024,30.3588,0.652,0.3668,6.031,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
17,MORELOS,2010,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
17,MORELOS,2011,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
17,MORELOS,2012,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
17,MORELOS,2013,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
17,MORELOS,2014,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
17,MORELOS,2015,26.4088,1.7606,0.8003,9.2831,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
17,MORELOS,2016,34.6393,2.429,1.5841,3.5379,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
17,MORELOS,2017,32.5104,2.4043,1.568,2.2475,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
17,MORELOS,2018,40.5141,2.8458,1.4488,1.2418,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
17,MORELOS,2019,52.2004,4.8153,2.0491,9.6307,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
17,MORELOS,2020,46.8167,3.8549,1.7753,6.949,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
17,MORELOS,2021,58.5148,1.3561,1.2055,7.735,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
17,MORELOS,2022,58.3969,1.4425,1.8404,7.6602,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
17,MORELOS,2023,74.0957,2.1677,2.217,12.2672,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
17,MORELOS,2024,74.1739,0.4392,2.4887,16.2012,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
18,NAYARIT,2010,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
18,NAYARIT,2011,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
18,NAYARIT,2012,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
18,NAYARIT,2013,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
18,NAYARIT,2014,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
18,NAYARIT,2015,7.8434,1.1205,0.0,0.0862,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
18,NAYARIT,2016,3.6587,0.2553,0.0,0.4254,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
18,NAYARIT,2017,29.32,0.252,0.4201,0.084,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
18,NAYARIT,2018,33.1021,0.9126,0.4148,0.3319,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
18,NAYARIT,2019,14.995,0.4916,0.4097,0.3278,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
18,NAYARIT,2020,13.841,0.2428,0.9713,0.8094,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
18,NAYARIT,2021,17.433,0.5598,0.6397,1.2795,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
18,NAYARIT,2022,13.0378,0.3161,0.158,1.4223,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
18,NAYARIT,2023,9.9172,0.3904,0.4685,3.4359,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
18,NAYARIT,2024,14.047,0.1544,0.849,1.1577,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
19,NUEVO LEON,2010,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
19,NUEVO LEON,2011,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
19,NUEVO LEON,2012,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
19,NUEVO LEON,2013,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
19,NUEVO LEON,2014,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
19,NUEVO LEON,2015,8.6224,0.4215,0.0192,10.2128,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
19,NUEVO LEON,2016,12.0216,0.5626,0.0563,12.2467,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
19,NUEVO LEON,2017,11.2577,0.6611,0.7897,13.5717,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
19,NUEVO LEON,2018,13.4215,0.5217,1.4213,10.345,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
19,NUEVO LEON,2019,15.6753,0.5466,1.1814,9.6802,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
19,NUEVO LEON,2020,14.6427,0.2939,1.1583,7.1917,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
19,NUEVO LEON,2021,17.0071,0.373,1.1191,10.9876,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
19,NUEVO LEON,2022,22.0942,0.4492,1.697,12.9936,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
19,NUEVO LEON,2023,21.8494,0.3593,1.1921,13.7334,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
19,NUEVO LEON,2024,24.676,0.5932,0.962,14.7671,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
20,OAXACA,2010,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
20,OAXACA,2011,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
20,OAXACA,2012,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
20,OAXACA,2013,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
20,OAXACA,2014,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
20,OAXACA,2015,5.6717,0.4285,0.2017,0.9075,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
20,OAXACA,2016,21.1746,0.8,2.2,1.325,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
20,OAXACA,2017,23.8279,1.3637,1.5373,2.1076,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
20,OAXACA,2018,28.8236,0.7624,0.7378,3.935,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
20,OAXACA,2019,29.2501,0.5855,0.7075,3.2446,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
20,OAXACA,2020,22.9663,0.7986,0.9196,3.0251,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
20,OAXACA,2021,19.9272,0.7203,1.0804,3.4332,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
20,OAXACA,2022,23.1052,0.8575,1.0243,2.9775,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
20,OAXACA,2023,22.9249,0.9217,0.9926,3.4269,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
20,OAXACA,2024,23.0757,0.6801,0.469,3.3066,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
21,PUEBLA,2010,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
21,PUEBLA,2011,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
21,PUEBLA,2012,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
21,PUEBLA,2013,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
21,PUEBLA,2014,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
21,PUEBLA,2015,8.9945,0.6471,0.1456,4.4487,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
21,PUEBLA,2016,10.508,0.6548,0.1916,1.9483,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
21,PUEBLA,2017,16.193,0.5992,0.4257,1.8605,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
21,PUEBLA,2018,19.883,0.7474,0.4982,2.6625,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
21,PUEBLA,2019,19.2221,1.2763,0.9073,3.0294,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
21,PUEBLA,2020,14.9014,0.5468,0.8203,2.3241,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
21,PUEBLA,2021,13.056,0.3452,0.5703,1.7708,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
21,PUEBLA,2022,15.2433,0.3114,0.2966,2.0908,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
21,PUEBLA,2023,14.1699,0.2198,0.5275,1.817,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
21,PUEBLA,2024,14.4685,0.6083,0.6228,1.9552,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
22,QUERETARO,2010,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
22,QUERETARO,2011,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
22,QUERETARO,2012,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
22,QUERETARO,2013,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
22,QUERETARO,2014,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
22,QUERETARO,2015,6.9583,1.0009,0.3813,0.286,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
22,QUERETARO,2016,5.622,0.5576,0.0465,0.9293,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
22,QUERETARO,2017,8.7476,0.4986,0.0453,0.8158,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
22,QUERETARO,2018,9.0693,1.0618,0.3097,4.8222,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
22,QUERETARO,2019,8.2958,0.4321,0.4321,11.45,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
22,QUERETARO,2020,8.4865,0.38,0.4644,12.4131,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
22,QUERETARO,2021,8.2971,0.8669,0.3715,12.5489,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
22,QUERETARO,2022,7.0258,0.8076,0.4845,10.2561,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
22,QUERETARO,2023,7.9032,0.7113,0.3556,7.7846,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
22,QUERETARO,2024,8.2796,0.2708,0.1548,10.2914,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
23,QUINTANA ROO,2010,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
23,QUINTANA ROO,2011,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
23,QUINTANA ROO,2012,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
23,QUINTANA ROO,2013,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
23,QUINTANA ROO,2014,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
23,QUINTANA ROO,2015,14.5749,0.4398,0.0,7.2874,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
23,QUINTANA ROO,2016,10.0303,0.4863,0.0,2.4924,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
23,QUINTANA ROO,2017,21.1392,1.7076,0.2355,4.534,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
23,QUINTANA ROO,2018,44.1906,1.1419,0.4568,7.5364,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
23,QUINTANA ROO,2019,43.1086,3.3246,0.9974,15.293,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
23,QUINTANA ROO,2020,34.9303,1.0226,0.8073,10.6567,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
23,QUINTANA ROO,2021,34.0619,1.1511,1.3081,5.9124,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
23,QUINTANA ROO,2022,32.0698,0.1527,0.7127,4.5305,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
23,QUINTANA ROO,2023,35.7832,0.4461,0.8921,5.8482,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
23,QUINTANA ROO,2024,32.6421,1.1589,0.6277,8.6434,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
24,SAN LUIS POTOSI,2010,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
24,SAN LUIS POTOSI,2011,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
24,SAN LUIS POTOSI,2012,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
24,SAN LUIS POTOSI,2013,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
24,SAN LUIS POTOSI,2014,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
24,SAN LUIS POTOSI,2015,9.5048,1.0725,0.2589,5.7325,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
24,SAN LUIS POTOSI,2016,12.2087,1.0999,0.2933,8.1758,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
24,SAN LUIS POTOSI,2017,18.3554,1.1268,0.6906,5.6338,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
24,SAN LUIS POTOSI,2018,18.9916,0.9009,1.009,4.4686,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
24,SAN LUIS POTOSI,2019,17.6518,1.0362,1.0005,4.3951,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
24,SAN LUIS POTOSI,2020,25.9367,0.6378,0.9567,5.5275,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
24,SAN LUIS POTOSI,2021,26.0021,1.1947,0.8433,4.322,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
24,SAN LUIS POTOSI,2022,22.5815,0.453,0.4879,4.2863,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
24,SAN LUIS POTOSI,2023,17.4543,0.553,0.4148,3.6982,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
24,SAN LUIS POTOSI,2024,15.2214,0.1371,0.5142,4.4567,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
25,SINALOA,2010,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
25,SINALOA,2011,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
25,SINALOA,2012,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
25,SINALOA,2013,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
25,SINALOA,2014,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
25,SINALOA,2015,33.824,0.4142,0.4832,4.6249,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
25,SINALOA,2016,38.1764,0.5815,1.5394,3.8313,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
25,SINALOA,2017,49.946,0.6782,2.8482,1.7632,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
25,SINALOA,2018,36.0323,0.2689,1.647,2.3529,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
25,SINALOA,2019,29.8565,0.1999,1.2996,1.5328,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
25,SINALOA,2020,25.7025,0.3634,0.892,2.0813,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
25,SINALOA,2021,19.6537,0.1965,1.3758,2.4895,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
25,SINALOA,2022,15.5256,0.2923,0.6496,2.0787,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
25,SINALOA,2023,17.1031,0.1288,0.9985,1.546,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
25,SINALOA,2024,31.7509,0.2555,0.8944,2.8748,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
26,SONORA,2010,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
26,SONORA,2011,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
26,SONORA,2012,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
26,SONORA,2013,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
26,SONORA,2014,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
26,SONORA,2015,21.0083,0.3567,0.856,0.8204,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
26,SONORA,2016,22.2466,0.2119,1.0594,5.9677,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
26,SONORA,2017,25.4184,0.0699,1.1188,1.3286,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
26,SONORA,2018,29.6707,0.0692,1.1079,0.3462,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
26,SONORA,2019,46.4924,1.1315,1.4057,0.6172,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
26,SONORA,2020,53.823,0.2717,1.0527,2.0375,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
26,SONORA,2021,64.9159,0.4036,1.4799,2.7917,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
26,SONORA,2022,58.008,0.2666,1.1662,2.1657,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
26,SONORA,2023,46.3105,1.8155,1.0233,2.8387,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
26,SONORA,2024,46.3407,1.5371,0.8503,2.5509,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
27,TABASCO,2010,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
27,TABASCO,2011,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
27,TABASCO,2012,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
27,TABASCO,2013,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
27,TABASCO,2014,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
27,TABASCO,2015,10.5145,3.4905,0.3447,7.7997,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
27,TABASCO,2016,12.1095,3.8511,1.2409,6.3757,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
27,TABASCO,2017,17.0817,3.6118,1.1898,10.9629,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
27,TABASCO,2018,24.0527,4.8949,1.6879,13.9674,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
27,TABASCO,2019,28.0781,1.9697,1.1315,9.8064,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
27,TABASCO,2020,25.1395,1.5816,0.6243,4.3703,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
27,TABASCO,2021,18.6441,0.9921,0.6201,4.2993,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
27,TABASCO,2022,13.468,0.657,0.698,5.5022,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
27,TABASCO,2023,10.319,0.8565,0.7342,4.1602,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
27,TABASCO,2024,36.1398,1.9447,1.1749,5.8342,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
28,TAMAULIPAS,2010,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
28,TAMAULIPAS,2011,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
28,TAMAULIPAS,2012,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
28,TAMAULIPAS,2013,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
28,TAMAULIPAS,2014,0.0,0.0,0.0,0.0,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
28,TAMAULIPAS,2015,22.424,9.6229,0.0,5.5913,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
28,TAMAULIPAS,2016,24.8827,6.9216,0.0292,3.1249,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
28,TAMAULIPAS,2017,30.4639,5.7681,0.1739,5.3334,SESNSP víctimas fuero común (datos.gob.mx vía incidencia-delictiva)
